item_no,quantity,unit,description,menu_types,tax,unit_price,amount,date,produce_company,size,invoice_no,month,num_days
No_Item_No,1.0,case,Eggs Large white 15dz / case,Food,N,$55.65,$55.65,6/28/2021,Produce1,No Size,909136,6,30
No_Item_No,1.0,pkg,sugar White Fine granulated rogers 1K,Food,N,$2.99,$2.99,6/28/2021,Produce1,No Size,909136,6,30
No_Item_No,1.0,tin,tin Tomato Whole Stkhse 2.84L tol,Food,N,$7.95,$7.95,6/28/2021,Produce1,No Size,909136,6,30
No_Item_No,1.0,bag,FROZ Strawberry Alasko 1K,Drinks,N,$4.95,$4.95,6/28/2021,Produce1,No Size,909136,6,30
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,6/28/2021,Produce1,No Size,909136,6,30
No_Item_No,17.0,No Unit,Diabolique Espresso Wholesale lbs,Drinks,N,$11.00,$187.00,6/29/2021,Coffee3,"3x5lb, 2x1lb",35070,6,30
No_Item_No,12.0,No Unit,The Perfect Storm Wholesale lbs,Drinks,N,$11.00,$132.00,6/29/2021,Coffee3,"2x5lb, 2x1lb",35070,6,30
No_Item_No,1.0,No Unit,Decaf Wholesale lbs,Drinks,N,$12.50,$12.50,6/29/2021,Coffee3,1x1lb,35070,6,30
5465586,1.0,No Unit,ONION SLICED CARAMELIZED,Food,N,$86.91,$86.91,6/29/2021,Produce3,28oz,1370585,6,30
2182824,1.0,No Unit,EGG LIQUID WHOL CDN,Food,N,$50.04,$50.04,6/29/2021,Produce3,"1KG, 12 UNIT",1370584,6,30
188672,1.0,No Unit,WATER SPRING + BOTTLE DEPOSIT + RECYCLING FEE,Drinks,G,$34.50,$34.50,6/29/2021,Produce3,"591ML, 24 UNITS",1370584,6,30
2485753,1.0,No Unit,JUICE ORANGE NO SUGAR ADDED + BOTTLE DEPOSIT + RECYCLING FEE,Drinks,G,$22.78,$22.78,6/29/2021,Produce3,"300ML, 24 UNITS",1370584,6,30
4607362,1.0,No Unit,MAYONNAISE EXTRA HVY W. CANADA,Food,N,$32.35,$32.35,6/29/2021,Produce3,3.78L,1370584,6,30
6165783,1.0,No Unit,TUNA LIGHT FLKD SKPJCK WTR CDN,Food,N,$106.31,$106.31,6/29/2021,Produce3,1.22KG,1370584,6,30
8587412,1.0,No Unit,SPICE PICKLING,Food,N,$11.15,$11.15,6/29/2021,Produce3,1LB,1370584,6,30
8991713,1.0,No Unit,MUSTARD DIJON CDN,Food,N,$56.92,$56.92,6/29/2021,Produce3,5LTR,1370584,6,30
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$11.26,$11.26,6/29/2021,Produce3,No Size,1370584,6,30
SN01599,1.0,No Unit,MUFF BATT DBL CHOC CHIP 19706,Pastry,N,$27.25,$27.25,6/30/2021,Produce4,16LB,71662782,6,30
SN01595,1.0,No Unit,MUFF BATT LEMON POPPY 19701,Pastry,N,$27.25,$27.25,6/30/2021,Produce4,16LB,71662782,6,30
STY5719,2.0,No Unit,BREAD SOURDOUGH HALF LOAF,Food,N,$35.40,$70.80,6/30/2021,Produce4,16/460G,71662782,6,30
STY2793,1.0,No Unit,BUN HAMBURGER BRIOCHE SLICED,Food,N,$30.23,$30.23,6/30/2021,Produce4,8X8/85G,71662782,6,30
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$4.73,$4.73,6/30/2021,Produce4,No Size,71662782,6,30
452,1.0,each,P Buffet: Tiramisu C14,Pastry,N,$15.95,$15.95,6/30/2021,Pastry1,No Size,353293,6,30
115,1.0,doz,K Bars Old Fashion Lemon,Pastry,N,$13.92,$13.92,6/30/2021,Pastry1,No Size,353293,6,30
202,2.0,each,K Loaf Banana Cut,Pastry,N,$6.09,$12.18,6/30/2021,Pastry1,No Size,353293,6,30
57,1.0,each,K Loaf Red Velvet Cut,Pastry,N,$6.96,$6.96,6/30/2021,Pastry1,No Size,353293,6,30
602,1.5,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$53.10,6/30/2021,Pastry1,No Size,353293,6,30
622,0.5,doz,P Ind. Lava Cake,Pastry,N,$31.80,$15.90,6/30/2021,Pastry1,No Size,353293,6,30
767,1.0,doz,"P Tartlets 4"" French Butter",Pastry,N,$16.20,$16.20,6/30/2021,Pastry1,No Size,353293,6,30
252,1.0,each,K Loaf Reduced Fat Cran Omega 3&6 Cut,Pastry,N,$6.96,$6.96,6/30/2021,Pastry1,No Size,353293,6,30
312,0.5,doz,K Cookies Peanut Butter Chocolate,Pastry,N,$12.00,$6.00,6/30/2021,Pastry1,No Size,353293,6,30
315,0.5,doz,K Cookies Sexy Dark Chocolate,Pastry,N,$12.00,$6.00,6/30/2021,Pastry1,No Size,353293,6,30
WS01786,2.0,No Unit,MPL LF SHREDDED CHICKEN 4X1 135KG/CS,Food,N,$100.46,$200.92,7/2/2021,Meat1,No Size,38861,7,31
WS3678,1.0,No Unit,fuel surcharge,Food,G,$5.99,$6.29,7/2/2021,Meat1,No Size,38861,7,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$85.27,$85.27,7/2/2021,Grocery2,No Size,No_Invoice_No,7,31
TT-PCJJ-PLN,1.0,CS,INSULATED PAPER CUP SLEEVE - PLAIN,Drinks,G,$40.55,$42.58,7/2/2021,Produce6,1000/CS,195402,7,31
MON-PEA,1.0,BTL,MONIN - PEACH SYRUP (750ML),Drinks,N,$8.80,$8.80,7/2/2021,Produce6,12/CS,195402,7,31
MON-MAN,1.0,BTL,MONIN - MANGO SYRUP (750ml),Drinks,N,$8.80,$8.80,7/2/2021,Produce6,12/CS,195402,7,31
MON-VAN,2.0,BTL,MONIN - VANILLA SYRUP (750ml),Drinks,N,$8.80,$17.60,7/2/2021,Produce6,12/CS,195402,7,31
MON-CAR,2.0,BTL,MONIN - CARAMEL SYRUP (750ml),Drinks,N,$8.80,$17.60,7/2/2021,Produce6,12/CS,195402,7,31
EP-STR775,1.0,BX,"COMPOSTABLE STRAW - BLACK 7.75""X7mm",Drinks,G,$12.93,$13.58,7/2/2021,Produce6,"600/BOX, 12BX/CS",195402,7,31
EP-PWS,1.0,BX,"INDIV. WRAP COMPOSTABLE STRAW 8""X5MM - CLEAR",Drinks,G,$8.85,$9.29,7/2/2021,Produce6,"300/BX, 12BX/CS",195402,7,31
EP-013P,1.0,CS,"SUGARCANE PLATE 9""",Food,G,$47.08,$49.43,7/2/2021,Produce6,500/CS,195402,7,31
EP-010P,1.0,CS,"SUGARCANE PLATE 10""",Food,G,$66.51,$69.84,7/2/2021,Produce6,500/CS,195402,7,31
MON-CHY,1.0,BTL,MONIN - CHERRY SYRUP (750ml),Drinks,N,$8.80,$8.80,7/2/2021,Produce6,12/CS,195402,7,31
No_Item_No,6.0,No Unit,"SUB BUNS 8""",Food,N,$4.45,$53.40,7/3/2021,Bread2,No Size,No_Invoice_No,7,31
No_Item_No,1.0,head,Celery Cal 24 /head,Food,N,$1.80,$1.80,7/5/2021,Produce1,No Size,909708,7,31
No_Item_No,4.0,pkg,Tomato Cherry Cdn 1 pt,Food,N,$1.70,$6.80,7/5/2021,Produce1,No Size,909708,7,31
No_Item_No,10.0,pound,** 50 HEADS** Roma Tomato Mex / pound,Food,N,$1.60,$16.00,7/5/2021,Produce1,No Size,909708,7,31
No_Item_No,6.0,bunch,Green Kale UCa/Mex/BC / bunch,Food,N,$1.35,$8.10,7/5/2021,Produce1,No Size,909708,7,31
No_Item_No,5.0,bag,Arrugula/Rucola/Rockets 1# bag yvr,Food,N,$12.95,$64.75,7/5/2021,Produce1,No Size,909708,7,31
No_Item_No,1.0,case,Avocado Hass 20 *Turning*,Food,N,$32.60,$32.60,7/5/2021,Produce1,No Size,909708,7,31
No_Item_No,1.0,lot,Spring Mix UCa 2x1# yvr pt,Food,N,$16.95,$16.95,7/5/2021,Produce1,No Size,909708,7,31
No_Item_No,1.0,pkg,Fine(Table) Hygrade K Salt 1K shr,Food,N,$2.49,$2.49,7/5/2021,Produce1,No Size,909708,7,31
No_Item_No,1.0,jug,4 Monks Red Wine vinegar 3.78L tol,Food,N,$11.75,$11.75,7/5/2021,Produce1,No Size,909708,7,31
No_Item_No,1.0,shake,spice Pepper Black 32 mesh 454g shr,Food,N,$19.50,$19.50,7/5/2021,Produce1,No Size,909708,7,31
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,7/5/2021,Produce1,No Size,909708,7,31
622,0.5,doz,P Ind. Lava Cake,Pastry,N,$31.80,$15.90,7/5/2021,Pastry1,No Size,353373,7,31
602,0.5,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$17.70,7/5/2021,Pastry1,No Size,353373,7,31
101,2.0,doz,K GF Bar Belgian Brownies,Pastry,N,$14.40,$28.80,7/5/2021,Pastry1,No Size,353373,7,31
115,1.0,doz,K Bars Old Fashion Lemon,Pastry,N,$13.92,$13.92,7/5/2021,Pastry1,No Size,353373,7,31
238,3.0,each,K Loaf Lemon Cut,Pastry,N,$6.96,$20.88,7/5/2021,Pastry1,No Size,353373,7,31
57,1.0,each,K Loaf Red Velvet Cut,Pastry,N,$6.96,$6.96,7/5/2021,Pastry1,No Size,353373,7,31
312,1.0,doz,K Cookies Peanut Butter Chocolate,Pastry,N,$12.00,$12.00,7/5/2021,Pastry1,No Size,353373,7,31
315,0.5,doz,K Cookies Sexy Dark Chocolate,Pastry,N,$12.00,$6.00,7/5/2021,Pastry1,No Size,353373,7,31
306,0.5,doz,K Cookies Kitsilano Oatmeal,Pastry,N,$12.00,$6.00,7/5/2021,Pastry1,No Size,353373,7,31
781,0.5,doz,"P GF Tartlets 4"" Venus Hazelnut",Pastry,N,$25.20,$12.60,7/5/2021,Pastry1,No Size,353373,7,31
303,0.5,doz,K Cookies Gingersnap,Pastry,N,$12.00,$6.00,7/5/2021,Pastry1,No Size,353373,7,31
132,0.5,doz,K Bars Blueberry oat,Pastry,N,$12.00,$6.00,7/5/2021,Pastry1,No Size,353373,7,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$4.27,$4.27,7/6/2021,Grocery2,No Size,No_Invoice_No,7,31
No_Item_No,12.0,No Unit,Diabolique Espresso Wholesale lbs,Drinks,N,$11.00,$132.00,7/7/2021,Coffee3,"2x5lb, 2x1lb",35262,7,31
No_Item_No,12.0,No Unit,The Perfect Storm Wholesale lbs,Drinks,N,$11.00,$132.00,7/7/2021,Coffee3,"2x5lb, 2x1lb",35262,7,31
No_Item_No,1.0,No Unit,Decaf Wholesale lbs,Drinks,N,$12.50,$12.50,7/7/2021,Coffee3,1x1lb,35262,7,31
No_Item_No,1.0,head,Celery Cal 24 /head,Food,N,$1.80,$1.80,7/8/2021,Produce1,No Size,910036,7,31
No_Item_No,6.0,bunch,Green Kale UCa/Mex/BC / bunch,Food,N,$1.35,$8.10,7/8/2021,Produce1,No Size,910036,7,31
No_Item_No,2.0,bunch,Leeks BC / bunch,Food,N,$4.10,$8.20,7/8/2021,Produce1,No Size,910036,7,31
No_Item_No,1.0,lot,Spring Mix UCa 2x1# yvr pt,Food,N,$16.95,$16.95,7/8/2021,Produce1,No Size,910036,7,31
No_Item_No,1.0,bag,Red Pepper HH BC 3# bag,Food,N,$9.31,$9.31,7/8/2021,Produce1,No Size,910036,7,31
No_Item_No,5.0,pound,Sweet Potato Jumbo UCa /pound,Food,N,$1.30,$6.50,7/8/2021,Produce1,No Size,910036,7,31
No_Item_No,4.0,pkg,Tomato Cherry Cdn 1 pt,Food,N,$1.70,$6.80,7/8/2021,Produce1,No Size,910036,7,31
No_Item_No,7.0,pound,** 40 HEADS** Roma Tomato Mex / pound,Food,N,$1.60,$11.20,7/8/2021,Produce1,No Size,910036,7,31
No_Item_No,3.0,bunch,Cilantro US / bunch,Food,N,$0.70,$2.10,7/8/2021,Produce1,No Size,910036,7,31
No_Item_No,2.0,bag,Arrugula/Rucola/Rockets 1# bag yvr,Food,N,$12.95,$25.90,7/8/2021,Produce1,No Size,910036,7,31
No_Item_No,1.0,case,Avocado Hass 20 *Turning*,Food,N,$32.60,$32.60,7/8/2021,Produce1,No Size,910036,7,31
No_Item_No,1.0,case,Eggs Large white 15dz / case,Food,N,$57.15,$57.15,7/8/2021,Produce1,No Size,910036,7,31
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,7/8/2021,Produce1,No Size,910036,7,31
3483724,1.0,No Unit,CHEESE FETA TRDTNL CDN (returned),Pastry,N,$142.19,$142.19,7/8/2021,Produce3,"11kg, 1 unit",1382173,7,31
1277581,0.0,No Unit,HAM PROSCIUTTO SLI DELI,Food,N,$114.97,$0.00,7/8/2021,Produce3,"500gr, 6 unit",1382173,7,31
188672,1.0,No Unit,WATER SPRING + BOTTLE DEPOSIT + RECYCLING FEE,Drinks,G,$34.50,$34.50,7/8/2021,Produce3,"591ml, 24 units",1382173,7,31
4607362,1.0,No Unit,MAYONNAISE EXTRA HVY W. CANADA,Food,N,$32.35,$32.35,7/8/2021,Produce3,3.78l 2 units,1382173,7,31
7303324,2.0,No Unit,OIL OLIVE POMACE CAN,Food,N,$23.27,$46.54,7/8/2021,Produce3,"3l, 1 unit",1382173,7,31
7329665,1.0,No Unit,WATER FLAT CAP DIAMOND BTLE RO + BOTTLE DEPOSIT + RECYCLING FEE (returned),Drinks,G,$9.94,$9.94,7/8/2021,Produce3,"500ml, 24 units",1382173,7,31
7098971,0.0,No Unit,POTATO SWEET DICED 3/4,Food,N,$79.06,$0.00,7/8/2021,Produce3,"5lb, 2 units",1382173,7,31
7098971,2.0,No Unit,POTATO SWEET DICED 3/4,Food,N,$79.06,$158.12,7/8/2021,Produce3,"5lb, 2 units",1382174,7,31
8723702,6.0,No Unit,YOGURT FROZEN MIX CALIFORNIA,Food,N,$82.29,$493.74,7/8/2021,Produce3,"2LT, 8 UNITS",1382175,7,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$11.26,$11.26,7/8/2021,Produce3,No Size,1382173,7,31
EP-#N82,1.0,CS,EARTHPAK 44OZ PAPER FOOD BOX,Food,G,$63.41,$66.58,7/8/2021,Produce6,300PC,196057,7,31
PAC-ALM,12.0,CS,PACIFIC - BARISTA SERIES ORGANIC ALMOND MILK (32oz),Drinks,N,$3.72,$44.64,7/8/2021,Produce6,12/CS,196057,7,31
TT-HTB16,0.0,CS,PETE CLEAR COLD CUP 16oz,Drinks,G,$99.50,$0.00,7/8/2021,Produce6,1000/CS,196057,7,31
PT-MFTK0905,1.0,CS,MOTIF MULTIFOLD TOWEL (KRAFT),Others,S,$26.39,$29.56,7/8/2021,Produce6,4008/CS,196057,7,31
EARTH'S OWN-B,1.0,CS,EARTH'S OWN OAT - BARISTA BLEND 946ML,Drinks,N,$3.80,$3.80,7/8/2021,Produce6,12/CS,196057,7,31
CA72,1.0,No Unit,MILK CALLETS BELGIUM,Drinks,N,$28.75,$28.75,7/9/2021,Produce4,2.5KG,71667335,7,31
CA71,1.0,No Unit,DARK CHOCOALTE CALLETS,Drinks,N,$26.50,$26.50,7/9/2021,Produce4,2.5KG,71667335,7,31
SN01610,1.0,No Unit,MUFF BATT RASPBERRY SWIR 19718,Pastry,N,$29.50,$29.50,7/9/2021,Produce4,16LB,71667335,7,31
SN01604,1.0,No Unit,MUFF BATT ORANGE CRANB 19711,Pastry,N,$27.25,$27.25,7/9/2021,Produce4,16LB,71667335,7,31
STY5719,1.0,No Unit,BREAD SOURDOUGH HALF LOAF,Food,N,$35.40,$0.00,7/9/2021,Produce4,16/460G,71667335,7,31
STY2793,1.0,No Unit,BUN HAMBURGER BRIOCHE SLICED,Food,N,$32.23,$32.23,7/9/2021,Produce4,8X8/85G,71667335,7,31
ML21914,1.0,No Unit,BACON SLICES CRISP PRE-COOKED,Food,N,$80.43,$80.43,7/9/2021,Produce4,2/150PC,71667335,7,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$6.04,$6.04,7/9/2021,Produce4,No Size,71667335,7,31
No_Item_No,6.0,No Unit,"SUB BUNS 8""",Food,N,$4.45,$53.40,7/9/2021,Bread2,No Size,No_Invoice_No,7,31
204149,1.0,No Unit,CHEESE FETA CRUMBLE ARMSTRONG,Food,N,$65.03,$65.03,7/10/2021,Produce3,"1KG, 4 UNITS",1385303,7,31
1277581,1.0,No Unit,HAM PROSCIUTTO SLI DELI,Food,N,$114.97,$114.97,7/10/2021,Produce3,"500GR, 6 UNITS",1385303,7,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$11.26,$11.26,7/10/2021,Produce3,No Size,1385303,7,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$29.62,$29.62,7/11/2021,Grocery2,No Size,No_Invoice_No,7,31
1600755,5.0,No Unit,CHEESE PROVOLONE SLICES 21GM,Food,N,$48.53,$242.65,7/13/2021,Produce3,"168GM, 12 UNITS",1387658,7,31
2182824,2.0,No Unit,EGG LIQUID WHL CDN,Food,N,$50.58,$101.16,7/13/2021,Produce3,"1KG, 12 UNITS",1387658,7,31
460762,1.0,No Unit,MAYONNAISE EXTRA HVY W. CANADA,Food,N,$32.35,$32.35,7/13/2021,Produce3,"3.78L, 2 UNITS",1387658,7,31
6165783,1.0,No Unit,TUNA LIGHT FLKD SKPJCK WTR CDN,Food,N,$106.31,$106.31,7/13/2021,Produce3,"1.22KG, 6 UNITS",1387658,7,31
7329665,1.0,No Unit,WATER FLAT CAP DIAMOND BTLE RO + BOTTLE DEPOSIT + RECYCLING FEE,Drinks,G,$9.45,$9.45,7/13/2021,Produce3,"500ML, 24 UNITS",1387658,7,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$11.26,$11.26,7/13/2021,Produce3,No Size,1387658,7,31
No_Item_No,2.0,No Unit,Rubone,Pastry,N,$24.00,$50.00,7/13/2021,Bread2,No Size,No_Invoice_No,7,31
No_Item_No,1.0,No Unit,Dollar Store,Others,N,$4.20,$4.20,7/14/2021,Tool2,No Size,No_Invoice_No,7,31
BE-WCC,2.0,PK,WHIPPED CREAM DISPENSER REFILLS,Drinks,S,$9.66,$21.64,7/14/2021,Produce6,"10/PK, 36PK/CS",196679,7,31
TT-PCJJ-PLN,1.0,CS,"INSULATED PAPER CUP SLEEVE REGULAR - Caution Hot 2.5""x5""",Drinks,G,$40.55,$42.58,7/14/2021,Produce6,1000/CS,196679,7,31
MON-CAR,2.0,BTL,MONIN - CARAMEL SYRUP (750ml),Drinks,N,$8.80,$17.60,7/14/2021,Produce6,12/CS,196679,7,31
MON-VAN,3.0,BTL,MONIN - VANILLA SYRUP (750ml),Drinks,N,$8.80,$26.40,7/14/2021,Produce6,12/CS,196679,7,31
PT-IR500,1.0,CS,MOTIF INDIVIDUAL WRAP ROLL TISSUE - 2PLY (500SH'X48RL),Drinks,S,$35.89,$40.20,7/14/2021,Produce6,No Size,196679,7,31
562082,1.0,cs,Salmon-Sockeye-Smoked-Blk,Food,N,$273.00,$273.00,7/14/2021,Produce5,"11.04LB, 7/715G",485384,7,31
WS01786,2.0,No Unit,MPL LF SHREDDED CHICKEN 4X1 135KG/CS,Food,N,$100.46,$200.92,7/15/2021,Meat1,No Size,40168,7,31
WS3678,1.0,No Unit,fuel surcharge,Food,G,$5.99,$6.29,7/15/2021,Meat1,No Size,40168,7,31
No_Item_No,1.0,No Unit,COBS Bread Kensington Sq,Food,N,$11.90,$11.90,7/15/2021,Bread1,No Size,No_Invoice_No,7,31
No_Item_No,4.0,bunch,Green Kale UCa/Mex/BC / bunch,Food,N,$1.35,$5.40,7/15/2021,Produce1,No Size,910620,7,31
No_Item_No,1.0,lot,Spring Mix UCa 2x1# yvr pt,Food,N,$16.95,$16.95,7/15/2021,Produce1,No Size,910620,7,31
No_Item_No,3.0,bag,Red Onion Jumbo US 5# bag,Food,N,$7.51,$22.53,7/15/2021,Produce1,No Size,910620,7,31
No_Item_No,1.0,bag,Red Pepper HH BC 3# bag,Food,N,$6.90,$6.90,7/15/2021,Produce1,No Size,910620,7,31
No_Item_No,4.0,pkg,Tomato Grape BC 1 pint,Food,N,$3.35,$13.40,7/15/2021,Produce1,No Size,910620,7,31
No_Item_No,8.0,pound,** 40 HEADS** Roma Tomato Mex / pound,Food,N,$1.65,$13.20,7/15/2021,Produce1,No Size,910620,7,31
No_Item_No,3.0,bunch,Cilantro US / bunch,Food,N,$0.80,$2.40,7/15/2021,Produce1,No Size,910620,7,31
No_Item_No,1.0,case,Arrugula/Rucola/Rockets 1# bag yvr,Food,N,$46.95,$46.95,7/15/2021,Produce1,No Size,910620,7,31
No_Item_No,1.0,pkg,herb Thyme 2 oz pkg eh,Food,N,$3.75,$3.75,7/15/2021,Produce1,No Size,910620,7,31
No_Item_No,1.0,case,Avocado Hass 20 *Turning*,Food,N,$32.60,$32.60,7/15/2021,Produce1,No Size,910620,7,31
No_Item_No,1.0,bottle,"juice ""ReaLime"" 440 ml",Food,N,$5.99,$5.99,7/15/2021,Produce1,No Size,910620,7,31
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,7/15/2021,Produce1,No Size,910620,7,31
ITTB1102,2.0,No Unit,Classic Black Wholesale Case - 24 pouches (35g),Teas,N,$62.30,$124.60,7/15/2021,Tea1,No Size,INV5001093,7,31
ITLL9910-SAMPLER,1.0,No Unit,Ginger Mango Peach Sampler 0 8 cups,Teas,N,$0.00,$0.00,7/15/2021,Tea1,No Size,INV5001094,7,31
W3503,1.0,No Unit,Imperial Earl Grey Wholesale Tin - 200 cups (400g),Teas,N,$38.80,$38.80,7/15/2021,Tea1,No Size,INV5001095,7,31
W1000M,6.0,No Unit,Masala Chail Retail Tin - 50 cups (100g),Teas,N,$12.50,$75.00,7/15/2021,Tea1,No Size,INV5001096,7,31
ITLL9903FZ-SAMPLER,1.0,No Unit,Berry Sampler - 8 cups (16g),Teas,N,$0.00,$0.00,7/15/2021,Tea1,No Size,INV5001097,7,31
W2013FZ-SAMPLER,1.0,No Unit,Eros Sampler 0 8 cups (16g),Teas,N,$0.00,$0.00,7/15/2021,Tea1,No Size,INV5001098,7,31
W2130FZ-SAMPLER,1.0,No Unit,Mountain Berry Sampler - 10 cups (20g),Teas,N,$0.00,$0.00,7/15/2021,Tea1,No Size,INV5001099,7,31
W2000FZ-SAMPLER,1.0,No Unit,Lavender Earl Grey Sampler - 8 cups (16g),Teas,N,$0.00,$0.00,7/15/2021,Tea1,No Size,INV5001100,7,31
No_Item_No,1.0,No Unit,shipping: standard (1-3 business days),Teas,N,$15.00,$15.00,7/15/2021,Tea1,No Size,INV5001101,7,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$70.95,$70.95,7/15/2021,Grocery2,No Size,No_Invoice_No,7,31
CA72,1.0,No Unit,MILK CALLETS BELGIUM,Drinks,N,$28.75,$28.75,7/15/2021,Produce4,2.5KG,71669840,7,31
CA71,1.0,No Unit,DARK CHOCOALTE CALLETS,Drinks,N,$26.50,$26.50,7/15/2021,Produce4,2.5KG,71669840,7,31
BSHTUSC11,1.0,No Unit,GUYS-TUSCANY COUNTRY VEG SOUP,Food,N,$37.85,$37.85,7/15/2021,Produce4,4/64OZ,71669840,7,31
BSHZIM10,1.0,No Unit,GUYS-ZIMBABWE PEANUT/YAM SOUP,Food,N,$37.85,$37.85,7/15/2021,Produce4,4/64OZ,71669840,7,31
SN01611,1.0,No Unit,MUFF BATT MAPLE WALNUT 19720,Pastry,N,$29.50,$29.50,7/15/2021,Produce4,16LB,71669840,7,31
SN01604,1.0,No Unit,MUFF BATT ORANGE CRANB 19711,Pastry,N,$27.25,$27.25,7/15/2021,Produce4,16LB,71669840,7,31
SN01599,1.0,No Unit,MUFF BATT BDL CHOC CHIP 19706,Pastry,N,$27.25,$27.25,7/15/2021,Produce4,16LB,71669840,7,31
STY2793,1.0,No Unit,BUN HAMBURGER BRIOCHE SLICED,Food,N,$32.23,$32.23,7/15/2021,Produce4,8X8/85G,71669840,7,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$6.05,$6.05,7/15/2021,Produce4,No Size,71669840,7,31
No_Item_No,6.0,No Unit,"SUB BUNS 8""",Food,N,$4.45,$53.40,7/15/2021,Bread2,No Size,No_Invoice_No,7,31
No_Item_No,1.0,No Unit,COBS Bread Kensington Sq,Food,N,$17.85,$17.85,7/16/2021,Bread1,No Size,No_Invoice_No,7,31
622,1.0,doz,P Ind. Lava Cake,Pastry,N,$31.80,$31.80,7/16/2021,Pastry1,No Size,353538,7,31
602,1.5,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$53.10,7/16/2021,Pastry1,No Size,353538,7,31
781,0.5,doz,"P GF Tartlets 4"" Venus Hazelnut",Pastry,N,$25.20,$12.60,7/16/2021,Pastry1,No Size,353538,7,31
115,1.0,doz,K Bars Old Fashion Lemon,Pastry,N,$13.92,$13.92,7/16/2021,Pastry1,No Size,353538,7,31
101,1.0,doz,K GF Bar Belgian Brownies,Pastry,N,$14.40,$14.40,7/16/2021,Pastry1,No Size,353538,7,31
315,0.5,doz,K Cookies Sexy Dark Chocolate,Pastry,N,$12.00,$6.00,7/16/2021,Pastry1,No Size,353538,7,31
306,0.5,doz,K Cookies Kitsilano Oatmeal,Pastry,N,$12.00,$6.00,7/16/2021,Pastry1,No Size,353538,7,31
238,2.0,each,K Loaf Lemon Cut,Pastry,N,$6.96,$13.92,7/16/2021,Pastry1,No Size,353538,7,31
57,2.0,each,K Loaf Red Velvet Cut,Pastry,N,$6.96,$13.92,7/16/2021,Pastry1,No Size,353538,7,31
202,2.0,each,K Loaf Banana Cut,Pastry,N,$6.09,$12.18,7/16/2021,Pastry1,No Size,353538,7,31
252,1.0,each,K Loaf Reduced Fat Cran Omega 3&6 Cut,Pastry,N,$6.96,$6.96,7/16/2021,Pastry1,No Size,353538,7,31
767,1.0,doz,"P Tartlets 4"" French Butter",Pastry,N,$16.20,$16.20,7/16/2021,Pastry1,No Size,353538,7,31
132,1.0,doz,K Bars blueberry oat,Pastry,N,$12.00,$12.00,7/16/2021,Pastry1,No Size,353538,7,31
155,1.0,each,K GF Loaf Chocolate Pecan Cut 9,Pastry,N,$9.90,$9.90,7/16/2021,Pastry1,No Size,353538,7,31
No_Item_No,1.0,No Unit,COBS Bread Kensington Sq,Food,N,$23.80,$23.80,7/17/2021,Bread1,No Size,No_Invoice_No,7,31
No_Item_No,1.0,No Unit,COBS Bread Kensington Sq,Food,N,$5.95,$5.95,7/18/2021,Bread1,No Size,No_Invoice_No,7,31
No_Item_No,1.0,No Unit,COBS Bread Kensington Sq,Food,N,$11.80,$11.80,7/19/2021,Bread1,No Size,No_Invoice_No,7,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$58.17,$58.17,7/19/2021,Grocery2,No Size,No_Invoice_No,7,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$9.63,$9.63,7/19/2021,Grocery2,No Size,No_Invoice_No,7,31
No_Item_No,1.0,head,Celery Cal 24 /head,Food,N,$1.70,$1.70,7/20/2021,Produce1,No Size,911049,7,31
No_Item_No,6.0,bunch,Green Kale UCa/Mex/BC / bunch,Food,N,$1.35,$8.10,7/20/2021,Produce1,No Size,911049,7,31
No_Item_No,1.0,lot,Spring Mix UCa 2x1# yvr pt,Food,N,$16.96,$16.96,7/20/2021,Produce1,No Size,911049,7,31
No_Item_No,2.0,bag,Red Onion Jumbo US 5# bag,Food,N,$7.25,$14.50,7/20/2021,Produce1,No Size,911049,7,31
No_Item_No,4.0,pkg,Tomato Grape BC 1 pint,Food,N,$3.80,$15.20,7/20/2021,Produce1,No Size,911049,7,31
No_Item_No,7.0,pound,** 40 HEADS** Roma Tomato Mex / pound,Food,N,$1.65,$11.55,7/20/2021,Produce1,No Size,911049,7,31
